JobId,BenefitId,BenefitValue
1904123,1,Mức khởi điểm từ 20 tr
1904123,4,Đào tạo: thăng tiến
1904123,9,Du lịch
1904113,1,Các chế độ đãi ngộ đặc biệt: Bảo hiểm nhân thọ/bảo hiểm tích lũy
1904113,4,Phụ cấp đào tạo nâng cao chuyên môn
1904113,5,Nghỉ mát – du lịch định kỳ
1904422,1,Attractive Bonus
1904422,2,Premium Healthcare Package
1904422,3,18 days
1904330,1,"Thưởng tháng lương thứ 13, ngày gia đình, tất niên, tết thiếu nhi, tết trung thu"
1904330,2,"Hưởng chế độ theo luật lao động như BHYT, BHXH, BHTN. Đóng bảo hiểm PTI (Bảo hiểm sức khỏe, Bảo hiểm tai nạn)"
1904330,4,Được đào tạo và học hỏi kinh nghiệm qua công việc
1904330,7,Công ty trang bị các phương tiện làm việc chính: Laptop
1904330,11,Công ty cung cấp tài khoản Grab để đi lại cho công việc
1904330,15,"- Lương thử việc: 12.000.000 triệu/tháng (thử việc 2 tháng).
- Thu nhập (nếu làm chính thức): Từ 18 triệu đến 30 triệu, tối thiểu 18 triệu/tháng.
- Môi trường làm việc thân thiện, năng động, chuyên nghiệp."
1888726,1,13th Month Salary: Provided as part of the compensation package.
1888726,2,"Health Benefits: Annual health check-ups.
Insurance: Social and medical insurance in accordance with Vietnamese Labor Law."
1888726,3,Annual Leave: 12 days of annual leave per year.
1888726,4,"Professional Development: Opportunities for training, workshops, team-building activities, and a professional working environment."
1882680,1,"- Thưởng định kỳ theo kết quả kinh doanh của Tập đoàn theo quý và theo năm;
- Thưởng đột xuất chương trình chung của Tập đoàn;
- Thưởng đột xuất theo thành tích đặc biệt và hoặc các sáng kiến cải tiến trong công việc."
1882680,2,"Được hưởng đầy đủ các chế độ phúc lợi cơ bản theo quy định của nhà nước ngay sau kết thúc thời gian thử việc bao gồm BHXH, BHYT, BHTN, chế độ Khám sức khỏe định kỳ...;"
1882680,10,"Được tham gia các hoạt động ngoại khóa, văn hóa đoàn thể hấp dẫn dành cho CBNV."
1882680,13,Được hưởng đầy đủ các chế độ phúc lợi động viên cho bản thân và người thân theo quy định
1882680,15,"Môi trường làm việc chuyên nghiệp, nhân văn, văn hóa và thân thiện."
1902539,2,Được đóng BHXH &amp;amp; các chế độ theo luật Lao động kèm theo các chính sách phúc lợi khác
1902539,4,Cơ hội đào tạo và định hướng phát triển dài hạn
1902539,11,Có xe đưa rước từ thành phố Hồ Chí Minh-Long An.
1889471,1,Lương tháng thứ 13
1889471,2,Khám sức khỏe định kỳ
1889471,9,Du lịch hàng năm
1889401,1,"Lương hiệu quả, khen thưởng căn cứ kết quả đánh giá hiệu quả công việc; chương trình phúc lợi cho CB"
1889401,2,"Được hưởng các chế độ BHXH, BHYT, BHTN và các chế độ khác; Khám sức khỏe định kỳ hàng năm"
1889401,10,"Được tham gia các hoạt động đoàn thể, teambuilding sôi động, và/hoặc chương trình nghỉ mát,..."
1902485,1,"Thưởng hiệu suất công việc, thưởng hoàn thành chỉ tiêu công ty.
Thưởng lễ, tết và các chế độ phúc lợi khác theo quy định của công ty."
1902485,2,"Tham gia đầy đủ BHXH, BHYT, BHTN, BHTNLĐ-BNN theo quy định."
1902485,4,Được tham gia các chương trình đào tạo của công ty
1902485,9,Du lịch hàng năm
1902485,15,"Cơ hội phát triển, thăng tiến và làm việc trong môi trường chuyên nghiệp, ổn định."
1902599,1,Salary and bonus in accordance with the company policy
1902599,2,Insurance in accordance with the company policy
1902599,3,Paid leave in accordance with the company policy
1902532,1,Allowances + Sales Commission + Performance Bonus.
1902532,2,"Full social insurance, health insurance, and paid leave as regulated"
1902532,4,Training will be provided.
1902532,15,"Basic Salary, 12-30 million vnd.
Career and income advancement opportunities"
1897310,1,"Thưởng doanh số, lương tháng 13, ACB cuối năm âm lịch, thưởng lễ Tết hấp dẫn."
1897310,2,"BHXH, BHYT, BHTN được đóng đầy đủ theo quy định của Nhà nước."
1897310,3,Chế độ phép năm đầy đủ.
1897310,4,"Môi trường làm việc chuyên nghiệp, năng động, có cơ hội học hỏi và phát triển lâu dài."
1897310,9,Du lịch hàng năm.
1897310,15,Thu nhập cạnh tranh từ 13 triệu++
1885978,1,Attractive salary and bonus
1885978,2,"Social insurance, health insurance, unemployment insurance according to Labor Laws"
1885978,15,"Professional, dynamic working environment"
1884797,1,Chế độ đãi ngộ ưu việt
1884797,2,Phúc lợi bền vững
1884797,5,Chăm sóc sức khỏe toàn diện
1899263,2,Individual's health insurance
1899263,3,Annual leaves and company leaves
1899263,12,Meal allowances
1885220,1,"Các chế độ hấp dẫn khác:  BH tai nạn 24/7, Thưởng nhân viên xuất sắc tháng, năm, thưởng Lễ Tết, sinh nhật bản thân, sinh nhật công ty"
1885220,4,Được tham gia các khóa đào tạo để phát triển trong và ngoài Công ty.
1885220,15,"Chế độ mua ưu đãi sản phẩm chăm sóc sức khỏe bản thân và gia đình, chương trình du lịch hè hàng năm"
1895577,2,Bảo hiểm khám chữa bệnh ngoại/nội trú. Khám sức khỏe định kỳ tại BV Hồng Ngọc.
1895577,5,"Thưởng KPI 6 tháng/ lần. Thưởng lễ, tết. Thưởng dự án."
1895577,12,"Phụ cấp ăn trưa,đi lại, điện thoại hàng tháng. Chế độ quà chiều hàng ngày tại Văn phòng và dự án."
1899202,1,Thưởng năm theo tình hình kinh doanh của Công ty
1899202,2,Chăm sóc sức khỏe định kỳ
1899202,3,12 ngày phép/ năm và tăng theo thâm niên
1899272,1,Thu nhập: 17Tr – 35Tr hoặc thỏa thuận theo năng lực. Cơ hội thăng tiến lên vị trí quản lý cấp trung với mức thu nhập không giới hạn. Xét tăng lương định kỳ hoặc dựa trên năng lực mà không giới hạn thời gian.
1899272,2,"Hưởng các chế độ bảo hiểm, phụ cấp lễ, tết và các phúc lợi khác theo quy định của công ty."
1899272,4,Được tham gia các khóa đào tạo chuyên môn của Tổng công ty ở trong nước và quốc tế.
1899383,1,"13th Month Salary, MBO"
1899383,7,Laptop for employees
1899383,11,Company Bus - Ha Noi to Ha Nam and vice versa
1899248,1,"Tháng 13, thưởng doanh số, thưởng hoa hồng cao."
1899248,2,"Các chế độ BHXH, BHYT, BHTN theo quy định của Luật lao động."
1899248,4,Được đào tạo các kỹ năng cần thiết theo yêu cầu công việc.
1899248,7,Được cấp máy tính Labtop làm việc.
1899248,8,Chi trả cước phí điện thoại hàng tháng.
1899248,10,"Làm việc trong môi trường năng động, thân thiện và chuyên nghiệp."
1899248,15,"Có cơ hội học tập, đào tạo trong nước và nước ngoài để nâng cao nghiệp vụ."
1899312,1,Lương tháng 13
1899312,2,Bảo hiểm tai nạn 24/24
1899312,3,Phép năm
1899312,7,PC
1904335,1,"Thưởng hấp dẫn tùy theo kinh nghiệm và năng lực của ứng viên. 
Thưởng thêm các lương tháng 13, 14, 15 khi đạt chỉ tiêu cuối năm."
1904335,2,"Đảm bảo đầy đủ các chế độ: BHXH, BHYT, BHTN và các chế độ phúc lợi khác theo quy định của Công ty"
1904335,3,"Chế độ nghỉ phép năm, bảo hiểm xã hội và bảo hiểm y tế theo quy định của pháp luật."
1904335,4,"Được đào tạo và nâng cao trình độ chuyên môn.
Cơ hội thăng tiến nghề nghiệp."
1904335,15,"Làm việc trong môi trường chuyên nghiệp, năng động,"
1904361,1,- Lương: thỏa thuận. Thưởng và tăng lương định kỳ hàng năm
1904361,2,"- Được khám sức khỏe định kỳ, đóng BHXH, BH tai nạn cho người lao động"
1904361,3,- Được nghỉ 4 chủ nhật và 2 thứ 7 trong tháng
1904313,5,Được đào tạo chuyên sâu về kỹ năng bán hàng và kiến thức ngành năng lượng tái tạo
1904313,10,"Thưởng nóng, thưởng quý, thưởng năm khi đạt hoặc vượt chỉ tiêu"
1904313,15,"Cơ hội thăng tiến lên Trưởng nhóm, Trưởng phòng kinh doanh trong vòng 6 - 12 tháng"
1904290,1,"Mức lương từ 20tr – 30tr + thưởng doanh thu.
Chế độ thưởng hàng năm theo chính sách đãi ngộ của Công ty. 
Xét tăng lương định kỳ theo năng lực làm việc."
1904290,2,"Tham gia BHXH, BHYT, BHTN đầy đủ theo quy định của Pháp luật.
Hỗ trợ chăm sóc sức khỏe nhân viên và người thân gia đình."
1904290,4,Đi du lịch hàng năm theo chế độ của Công ty.
1885609,1,Xét thăng chức tăng lương 2 lần/năm
1885609,2,Chế độ BHXH đầy đủ theo luật
1885609,11,Công ty có xe đưa đón từ nội thành Hà Nội
1885598,1,Xét thăng chức tăng lương 2 lần/năm
1885598,2,Chế độ BHXH đầy đủ theo luật
1885598,11,Công ty có xe đưa đón từ nội thành Hà Nội
1890246,2,"Social insurance and health insurance as per government regulations.
Health insurance package (BSH).
Annual health check-ups."
1890246,3,13 months of salary + holiday bonuses; annual salary reviews (twice a year).
1890246,10,"Annual trips, monthly/quarterly team-building events."
1890246,15,"Young, flat, and comfortable work environment.
Opportunity to be part of a promising, challenging, and exciting project."
1904294,2,Bảo hiểm theo quy định nhà nước
1904299,1,Chế độ lương thưởng hấp dẫn phù hợp với năng lực ứng viên
1904299,2,"Được đóng BHXH, BHYT, BHTN và hưởng các chế độ khác"
1904299,15,"Môi trường làm việc năng động, thân thiện, cơ hội thăng tiến rõ ràng"
1904359,1,Thưởng tháng 13 và thưởng năm hấp dẫn. Phúc lợi đầy đủ theo luật Lao động.
1904359,4,"Tham gia các khóa đào tạo nội bộ và đào tạo bên ngoài, nhiều cơ hội phát triển"
1904359,12,Ăn trưa tại công ty
1904357,1,Lương tháng 13 và thưởng năm hấp dẫn từ 1-3 tháng lương theo tình hình kinh doanh hàng năm
1904357,4,"Thường xuyên tham gia các khóa đào tạo nội bộ và đào tạo bên ngoài, cơ hội phát triển công việc tại nước ngoài"
1904357,9,"Du lịch thường niên, các hoạt động team building gắn kết"
1904346,1,13th month salary; Blum Group bonus annually and Holiday bonus
1904346,7,"Laptop, transportation support for work; Free parking"
1904346,10,Premium Healthcare & Insurance; Company trip/activities
1904293,1,"Được thưởng vào các ngày lễ, thưởng tháng lương thứ 13, thưởng năng suất"
1904293,3,"Tăng lương định kỳ, tăng lương đột xuất khi có công hiến sáng tạo trong công việc"
1904293,4,"Có cơ hội được đào tạo, thăng tiến"
1904293,11,"Công ty cung cấp xe đưa đón Hà Nội, Hưng Yên, Hải Dương"
1904293,12,Công ty cung cấp cơm ca miễn phí
1904293,15,"Làm việc trong môi trường chuyên nghiệp, năng động, sáng tạo
Thời gian làm việc từ 8h -17h được nghỉ 2 thứ 7 và 4 chủ nhật trong tháng"
1904344,1,Tăng lương hàng năm. thưởng cuối năm và các loại trợ cấp hấp dẫn khác
1904344,4,Được tham gia các khóa đào tạo phát triển kỹ năng nghề nghiệp
1904344,15,"Tham quan du lịch, tiệc cuối năm, đảm bảo các chế độ BHXH theo quy định"
1879176,1,Performance-based bonuses
1879176,2,Comprehensive health insurance coverage
1879176,4,Opportunities for professional development and career advancement
1879176,10,Annual team-building activities and company events
1879176,15,"A supportive and inclusive work environment
Flexible working hours and the possibility of remote work"
1893289,1,"Lương, thưởng cao theo năng lực"
1893289,2,Tham gia đầy đủ bảo hiểm theo quy định Nhà nước
1893289,15,Môi trường làm việc chuyên nghiệp năng động
1893241,1,"Thưởng hàng tháng, hàng quý , hàng năm"
1893241,3,Có nghỉ phép hàng tháng được nhận lương
1893241,9,Hàng năm có những chuyến du lịch cho nhân viên
1882639,1,"Lương tháng 13, KPI"
1882639,5,"Du lịch, team building"
1882639,7,Laptop cá nhân cho từng nhân viên
1895822,1,3.5 Month Salary Bonus & Premium Healthcare
1895822,2,IDP & Career Progression
1895822,9,Company Outing - Teambuilding & Flexible Working Arrangement
1895979,1,CHẾ ĐỘ LƯƠNG BỔNG XỨNG ĐÁNG
1895979,2,CHẾ ĐỘ BẢO HIỂM SỨC KHỎE CHO NHÂN VIÊN
1895979,10,MÔI TRƯỜNG LÀM VIỆC CHỦ ĐỘNG SÁNG TẠO
1895712,1,Chính sách hoa hồng bán hàng hấp dẫn. Thưởng cuối năm theo kết quả kinh doanh Công ty
1895712,2,Chi trả tất cả các chế độ bảo hiểm theo luật định
1895712,8,"Phụ cấp chi phí xăng xe, điện thoại di động và công tác phí"
1895732,1,Salary: Base salary (negotiable based on capability) + sales commission.
1895732,2,"Full social insurance (SI), health insurance (HI), and other benefits according to labor laws."
1895732,15,1 day of paid leave per month and 2 instances of coming in late or leaving early by 1 hour per month.
1895883,1,Thưởng theo performance.
1892864,1,"Competitive salary, 13th month salary and Bonus"
1892864,2,Extra health care insurance for dependent
1892864,11,Shuttle bus for people who are living in HCMC
1885869,1,"13th month salary, Tet bonus, business performance bonus according to regulations and business results. (Package 14-16 month)"
1885869,2,PTI Premium health insurance and high-quality Annual Health Checkup Program
1885869,15,"Others: Thank-you party; Team building, Company Birthday; English Club, Yoga… Travelling"
1902443,2,"Hưởng chế độ chăm sóc sức khỏe đặc biệt dành cho bản thân và gia đình (FPT care)
Được đóng BHXH, BHYT, BHTN… theo quy định của Nhà nước"
1902443,4,Có cơ hội tham gia các hoạt động đào tạo nâng cao trình độ
1902443,15,"Môi trường làm việc năng động, chuyên nghiệp
Có mức thu nhập hấp dẫn
Người nhà được hưởng chế độ ưu đãi học phí khi học tập tại Tổ chức Giáo dục FPT
Các quyền lợi khác: du lịch nghỉ mát hàng năm, tham gia các hoạt động vui chơi giải trí…"
1885464,1,Attractive KPI Bonus (monthly or yearly) and 13th month salary
1885464,2,Premium personal healthcare insurance for all employees and spouse and/or children
1885464,3,"14 – 20 days annual leave, 3 days of sick leave with pay"
1899058,1,Competitive salary with a 14-month minimum package
1899058,2,"MIC Premium Healthcare, Life & Cancer Insurance"
1899058,3,15 days for annual leave & wellness allowance
1899044,1,"Được hưởng mức lương cạnh tranh, tương xứng theo năng lực và kinh nghiệm. Đánh giá tăng lương định kì theo quy chế của Công ty"
1899044,2,"Hưởng chế độ phúc lợi đầy đủ, được đóng BHXH, BHYT, BHTN, chế độ nghỉ phép, lễ tết, nghỉ việc riêng theo quy định của luật lao đ"
1899044,15,"Thưởng cuối năm theo năng lực và quy định lương, thưởng của Công ty"
1898966,1,Attractive KPI Bonus (monthly or yearly) and 13th month salary
1898966,2,Premium personal healthcare insurance for all employees and spouse and/or children
1898966,3,"14 – 20 days annual leave, 3 days of sick leave with pay"
1899269,1,"Thưởng lễ, tết các dịp: 30/4 – 1/5, ngày 2/9, tết dương lịch, tết âm lịch"
1899269,2,"Hưởng đầy đủ các chế độ BHXH, BHYT, BHTN"
1899269,3,Hưởng 12 ngày phép/năm
1899269,4,"Tham gia các khóa học trau dồi chuyên môn, phát triển nghề nghiệp"
1899269,7,"Được công ty trang bị đầy đủ phương tiện làm việc máy tính, điện thoại."
1899269,9,Du lịch/ nghỉ mát 1 lần/năm
1899269,10,"Tham gia các hoạt động Thể dục, thể thao hàng tuần: Bóng đá"
1899269,15,"Quà sinh nhật cho người lao động
Quà cho nhân viên nữ: ngày 8/3, 20/10.
Quà cho nhân viên có con dưới 15 tuổi: 1/6"
1899179,1,"13-month Base Salary, Performance Bonus, Loan at special rate under PFS Scheme"
1899179,2,Medical Coverage Scheme for Self and Children (if any)
1899179,4,On- the- job training
1895922,1,Competitive salary
1895922,2,Premium health insurance for employees
1895922,4,"High-end working environment (central location, modern equipment, snack/ drink)"
1878957,1,"Company has many kinds of allowance to employee: Full attendance, child, house, seniority, language,"
1878957,3,"Làm việc 8 tiếng/ngày, nghỉ tất cả Chủ Nhật và làm việc một số ngày Thứ 7"
1878957,11,Có xe đưa đón nhân viên từ nội thành Hà Nội
1878957,14,Bus picks up staff from Hanoi city
1878957,15,"Lương thỏa thuận theo năng lực và kinh nghiệm, mỗi năm tăng lương một lần
Công ty có nhiều phụ cấp cho người lao động như: Chuyên cần, con nhỏ, nhà ở, thâm niên, ngoại ngữ, đi lại, hỗ trợ ăn trưa
Công ty đóng thuế thu nhập cá nhân cho người lao động"
1881238,1,"13rd month salary, bonus"
1881238,2,Premium healthcare
1881238,15,"Travel opportunities, additional annual leave and holidays,"
1899190,1,"Thu nhập cạnh tranh, từ 14 - 15 tháng lương/năm. Chế độ phúc lợi, thưởng Lễ - Tết hấp dẫn"
1899190,3,Bảo hiểm sức khỏe cho bản thân và gia đình
1899190,9,Du lịch trong và ngoài nước theo chính sách công ty
1899276,1,hấp dẫn hằng năm
1899303,1,Lương cơ bản: 10 - 15 triệu ++ (thỏa thuận). Trợ cấp ăn trưa; Xăng xe; Điện thoại; Trang phục
1899303,2,"BHXH, BHYT, BHTN theo quy định của Nhà nước"
1899303,5,"Thưởng sinh nhật, các ngày lễ tết và các sự kiện đặc biệt của Công ty"
1899255,1,Thu nhập: 14- 16tr VND (lương hấp dẫn tùy theo năng lực và thỏa thuận).
1899255,2,"Môi trường làm việc trẻ trung, năng động, nhiều cơ hội thăng tiến."
1899255,9,Cơ hội được đào tạo trong nước và công tác tại Nhật Bản (theo chương trình thực đào tạo cụ thể).
1885908,1,"-	Lương cứng từ 5 triệu/tháng + phụ cấp gửi xe.
-	Tỷ lệ hoa hồng cạnh tranh nhất thị trường. Hoa hồng bán hàng hấp dẫn theo từng giao dịch, trả ngay - không chậm trễ. Chính sách thưởng cực tốt, thu nhập bùng nổ khi đạt KPI. Hoa hồng từ 60 – 500 triệu"
1885908,2,"-	Được đào tạo bài bản về kỹ năng bán hàng, kỹ năng xử lý tình huống. Công ty sẽ tổ chức chương trình đào tạo định kỳ cho nhân viên.
-	Được cấp phát đồng phục."
1885908,4,"-	Thưởng lễ, tết, tổ chức sinh nhật, đi du lịch hằng năm…
-	Chế độ bảo hiểm xã hội, y tế, khám sức khỏe định kỳ"
1885908,10,"-	Phụ cấp chi phí marketing, hỗ trợ data khách hàng.
-	Công ty chạy MKT tổng và hỗ trợ nguồn khách nét quan tâm dự án.
-	Được hỗ trợ media, xây dựng thương hiệu cá nhân và tư liệu để chạy quảng cáo bán hàng."
1885908,15,"-       Phân phối các dự án HOT trên thị trường năm 2025 của các Chủ Đầu Tư uy tín như Nam Long Group, EcoPark, Gamuda Land, Khang Điền…"
1899022,1,Lương từ 20 triệu đến 30 triệu
1899022,2,"Tham gia BHXH, BHYT, BHTN theo quy định của pháp luật Việt Nam"
1899022,10,"Tham gia du lịch và các hoạt động, phong trào của Công ty"
1896183,1,"Chế độ tăng lương hàng năm, chế độ thưởng ESOP (dài hạn)
Thưởng tháng - quý, thưởng dự án, thưởng Lễ/Tết, tháng Lương thứ 13"
1896183,2,"Tham gia đầy đủ BHYT, BHXH, khám sức khỏe định kỳ và các chế độ phúc lợi khác theo quy định của nhà sách"
1896183,3,"Chế độ ăn trưa, ăn giữa giờ, phụ cấp điện thoại, chế độ ngày phép năm"
1904264,1,Competitive salary package (fixed + performance bonus)
1904264,2,"Full social, health, and unemployment insurance, plus private health insurance"
1904264,4,"Training programs in soft skills, leadership, and logistics operations"
1904264,9,1 NĂM 1 LẦN
1904264,15,Annual performance review and career promotion opportunities
1904286,1,Lương thỏa thuận
1904286,2,Bảo hiểm theo quy định
1904286,10,"Du lịch trong nước, nước ngoài hàng năm"
1904089,1,"Thưởng các ngày lễ, tháng lương thứ 13. Tăng lương định kỳ hàng năm"
1904089,11,Hỗ trợ xe đưa đón từ Hà Nội về công ty và ngược lại
1904089,12,Hỗ trợ ăn trưa
1904334,1,Attractive Yearly Bonus (Performance Bonus)
1904334,2,Health insurance for employees and family members
1904334,7,Annual Health Check for all employees
1904284,1,Guarantee 13th month salary
1904284,2,Premium health/accident insurance from 3rd contract
1904284,3,"Annual leave: 12 days, encash when does not use up"
1891339,1,Bonus
1891339,2,Healthcare
1891339,11,Traveling Allowance
1904245,1,Thưởng theo từng dự án
1904245,2,"Được tham gia BHXH, BHYT, BHTN theo đúng quy định nhà nước"
1904245,3,"Đươc hưởng các chế độ BHXH, BHYT, BHNT và các phúc lợi khác theo quy định của Luật lao động"
1904245,4,"Được đào tạo chuyên sâu về sản phẩm, ngành và chuyên môn"
1904245,15,"Phụ cấp ăn trưa 30.000 đồng/ngày công
Có lộ trình thăng tiến trong công việc
Có xe ô tô khi đi công tác tỉnh
Lương tháng thứ 13, phục lợi theo chế độ Công ty và Luật lao động"
1904309,11,Benefits chung theo quy định chung của Vinfast và Vingroup
1886956,1,Tăng lương hàng năm. thưởng cuối năm và các loại trợ cấp hấp dẫn khác
1886956,4,Được tham gia các khóa đào tạo phát triển kỹ năng nghề nghiệp
1886956,15,"Tham quan du lịch, tiệc cuối năm, đảm bảo các chế độ BHXH theo quy định"
1904218,1,lương tốt
1904218,2,chế độ đãi ngộ
1902417,1,"Thưởng 30/4 &amp; 1/5, thưởng 2/9, thưởng tết dương lịch, thưởng tết âm lịch, thưởng lương tháng 13, thưởng thâm niên…"
1902417,3,"Thời gian làm việc từ Thứ 2 đến Thứ 6 (Nghỉ thứ 7, chủ nhật)"
1902417,9,"Tặng quà sinh nhật cho CBNV. Quà tặng 8/3 &amp; 20/10 cho CBNV nữ. Nghỉ mát, du lịch trong và ngoài nước."
1902367,1,Quarterly bonus ++ and Yearly bonus when hitting the target.
1902367,4,"Get trained in professional environment with Esco subsidiaries in other countries, enhance English comprehension skills (listening, speaking, reading, writing).
Get trained well in laboratory, medical, pharmaceutical, vaccine equipment fields."
1902367,9,Opportunities for overseas business trips.
1902367,10,Being part of a professional team in an international company with strong growth potential.
1902367,15,"Opportunity to meet clients from top universities, research centers, hospitals across Vietnam.
Comfortable, creative and dynamic work environment.
Salary: VND 12M-18M depending on ability and assessment during actual interview.
Working time: Monday -"
1885225,1,CHẾ ĐỘ LƯƠNG BỔNG XỨNG ĐÁNG
1885225,2,CHẾ ĐỘ BẢO HIỂM SỨC KHỎE CHO NHÂN VIÊN
1885225,10,MÔI TRƯỜNG LÀM VIỆC CHỦ ĐỘNG SÁNG TẠO
1902399,2,"Nhận gói phúc lợi ""Total Rewards Package"" hấp dẫn với chế độ đãi ngộ siêu cạnh tranh, kèm theo gói bảo hiểm sức khỏe hàng đầu thị trường cho cả bản thân và gia đình bạn. "
1902399,4,"Mở lối chinh phục vị trí Giám sát Bán hàng (GST) trong 9 tháng thông qua lộ trình phát triển rõ ràng, cá nhân hóa cùng chương trình đào tạo chuyên sâu."
1902399,5,"Mở rộng kiến thức, trải nghiệm cơ hội làm việc cùng những thương hiệu dẫn đầu thị trường FMCG tại Việt Nam với đội ngũ lãnh đạo chuyên nghiệp."
1902399,15,"“Bung khí chất - Bật thành công” tại môi trường làm việc tôn trọng sự đa dạng, trao quyền và tạo điều kiện cho mỗi cá nhân tỏa sáng."
1902375,2,"Full participation in Social Insurance, Health Insurance"
1902375,11,"Shuttle service from District 1, HCMC"
1902375,15,Competitive salary and attractive welfare package
1902383,1,Attractive Salary + 2 Performance Review/ Bonuses Review Per Year
1902383,3,16 Day Leaves + Health Insurance
1902383,7,Laptop + Taxi Cards
1889201,1,13th and 14th month salary
1889201,2,Private health Insurance for employee and family members
1889201,12,Meal Allowance
1902373,1,We offer a very competitive salary and benefit package
1902373,4,"Get trained in professional environment with Esco subsidiaries in other countries, enhance English comprehension skills (listening, speaking, reading, writing).
Get trained well in laboratory, medical, pharmaceutical, vaccine equipment fields."
1902373,9,Have opportunities to go overseas for business trip annually.
1902373,10,"Have opportunities to meet clients of famous universities, research centers, hospitals across Vietnam."
1902373,15,"Direct report to Manager.
Comfortable, creative and dynamic working environment."
1902384,1,Bonus ++ and 13th salary when hitting the target.
1902384,4,"Get trained in professional environment with Esco subsidiaries in other countries, enhance English comprehension skills (listening, speaking, reading, writing).
Get trained well in laboratory, medical, pharmaceutical, vaccine equipment fields."
1902384,9,Have opportunities to go overseas for business trip annually.
1902384,10,Being part of a professional team in an international company with strong growth potential.
1902384,15,"Direct report to Manager.
Comfortable, creative and dynamic working environment."
1902319,1,"Thưởng Lễ , Tết theo kết quả kinh doanh"
1902319,3,Được nghỉ CN và các ngày lễ theo quy định.
1902319,10,"Được tham gia các hoạt động ngoại khóa: văn nghệ, thể thao, du lịch của Công ty."
1902319,15,"Môi trường làm việc năng động, thân thiện, cơ hội thăng tiến.
Mức lương : Theo thoả thuận
Chi phí khi đi công tác theo chính sách của công ty
Có xe và lái xe của Công ty đi cùng khi đi công tác.
Tăng lương theo hiệu quả công tác và cam kết đầy đủ"
1902356,1,Competitive salary with performance-based incentives.
1902356,3,"Work from Mon-Fri, off all Saturday &amp; Sunday."
1902356,4,Opportunities for professional development and training.
1902356,15,"Probation entitled 100% salary, Insurance contribution from probation, SHUI salary &gt; 90% total salary."
1899138,1,"Lương tháng 13, thưởng định kỳ, thưởng cho nhân viên xuất sắc,…"
1899138,3,"Được nghỉ phép, nghỉ Lễ theo quy định của Luật Lao động"
1899138,9,Tham gia các hoạt động teambuilding gắn kết.
1899153,1,"Lương hấp dẫn
Lương tháng 13, xét thưởng theo năm, xét duyệt tăng lương hàng năm"
1899153,2,Đóng bảo hiểm theo quy định của nhà nước
1899153,3,Được nghỉ phép 12 ngày phép/ năm hưởng nguyên lương
1899153,7,Được trang bị máy móc phục vụ công việc
1899153,12,Hỗ trợ cơm trưa
1899153,15,"Thời gian làm việc: Thứ Hai – thứ Sáu, từ 08:30 – 17:30
Môi trường làm việc vui vẻ, lành mạnh, tạo điều kiện để phát triển kỹ năng và thăng tiến
Được hưởng các chế độ đãi ngộ khác theo quy định của công ty"
1893239,1,13th Salary and Performance Bonus
1893239,2,Premium Healthcare
1893239,13,Staff Purchase
1899146,1,"Các khoản thưởng theo doanh số, thưởng tháng 13, thưởng vào các dịp lễ, tết"
1899146,2,"Được hưởng đầy đủ các chế độ đãi ngộ theo Luật Lao Động (BHXH,BHYT, BHTN)"
1899146,15,"Làm việc trong môi trường chuyên nghiệp, năng động, vui vẻ, thân thiện. Du lịch (trong nước / ngoài nước) hàng năm"
1899152,1,"Lương tháng 13, xét thưởng theo năm, xét duyệt tăng lương hàng năm"
1899152,2,Đóng bảo hiểm theo quy định của nhà nước
1899152,3,Được nghỉ phép 12 ngày phép/ năm hưởng nguyên lương
1899152,7,Được trang bị máy móc phục vụ công việc
1899152,15,"Hỗ trợ cơm trưa, chi phí điện thoại, công tác phí
Môi trường làm việc vui vẻ, lành mạnh, tạo điều kiện để phát triển kỹ năng và thăng tiến
Xét duyệt tăng lương hàng năm dựa trên năng lực kinh nghiệm
Được hưởng các chế độ đãi ngộ khác theo quy định củ"
1899100,1,Lương tháng 13
1899100,3,12-21 Ngày Nghỉ Phép 
1899100,4,Đào tạo chuyên nghiệp
1895876,1,"- Mức lương hấp dẫn, cạnh tranh trên thị trường
- Môi trường làm việc chuyên nghiệp tại Tập đoàn lớn với cơ hội thăng tiến
"
1895876,2,"- Hưởng đầy đủ BHYT, BHXH, BHTN, Bảo hiểm Sức khỏe Bảo Việt"
1895876,4,- Được tham gia vào các chương trình đào tạo phát triển bản thân
1895805,1,"Lương thưởng hấp dẫn, tăng lương hàng năm theo năng lực"
1895805,3,"Đóng BHXH, YT, TN theo quy định"
1895805,12,Ăn ca miễn phí tại Công ty
1895705,1,Chế độ khen thưởng và phúc lợi phong phú: thưởng hoa hồng theo doanh số.
1895705,3,12 ngày phép có lương trong năm
1895705,9,1 -2 chuyến du lịch trong năm
1895727,1,Holiday bonus and 13th-month salary bonus.
1895727,2,"Các chế độ BHXH, BHYT theo quy định của Luật lao động."
1895727,3,"Social welfare benefits in accordance with the Vietnamese Labor Code (Social Insurance, Health Insurance, Unemployment Insurance, annual health check-ups, etc.)."
1895727,15,"Competitive salary (negotiable based on experience and qualifications).
Salary review twice a year."
1879869,1,"13th month salary, KPI Bonus, Allowance"
1879869,2,"Healthcare Insurance, Gym package, Health check"
1879869,3,"15 annual leave days + birthday leave
WFH 1 day/week"
1904214,1,Team engagement activities
1904214,2,Health Care allowance
1904214,7,New laptop for each member
