SkillId,SkillName
1011940,SAP systems
1129380,Chemical Distribution
991137,Sale Support
1051354,Sale Support
1088977,Sale Support
593722,Hàng Xuất Nhập
123473,Kiểm Kê Kho Hàng
18104,Quản Lý Hàng Hoá
1030858,Xuất hàng
108964,Giải Pháp Phần Mềm
1039871,Logistics Operations
996119,Quản lý Chiến lược Nhân sự
1021609,Tiếng Trung thành thạo
560,Đầu Tư Tài Chính
1016652,Quản lý cơ sở vật chất
1018959,Quản lý cơ sở vật chất
1027636,Quản lý cơ sở vật chất
941414,Bán Hàng B2B
187436,Quản Lý Kế Hoạch
926355,Theo Dõi Sản Xuất
1040149,Quản lý nguyên vật liệu
3078,Giám Sát Sản Xuất
1027705,MS Office proficiency
20712,MIS
914341,Demand Management
47714,Big Data Analytics
1008085,Merchandise
334,Lập Báo Cáo Doanh Thu
641390,Automotive Sales
164940,B2C
626121,Quản Lý Kênh Bán Lẻ
1159106,Thúc Đẩy Bán
807265,Thiết Kế Trạm Điện
5652,Anh Văn Giao Tiếp
1018243,phát triển mặt bằng
15784,Search Engine Optimization
16629,Retail Marketing
109099,Credit Control
26273,Credit Analysis
825,Air Cargo
991199,Recuiting & Hiring
1001529,Thực phẩm
989123,Chất lượng dịch vụ
742639,Air Freight Logistics
6790,B2B Marketing
1051125,Cost Strategies
218339,Software Programming
721276,Kiểm Thử
1147,Dự Toán
26466,Giao Nhận Hàng Hóa
921310,Sửa Chữa Bảo Trì Máy
100942,MEP Design
116352,Tax Declaration
13930,Tax Finalization
911631,Tax Planning
38859,Costing
4267,Translation
790727,Tối Ưu Hóa Quy Trình
831327,Thu Mua Dược Phẩm
928290,Làm Dự Toán
1038360,Kiến Trúc Quy Hoạch
108594,Bảo Trì Sữa Chữa Dân Dụng
697065,Cơ Khí Dân Dụng
136955,Máy Công Cụ Cơ Khí
224555,Thi Công Lắp Đặt
773377,Quản Lý Telesales
9402,Thiết Kế Mạch Điện Tử
918755,Sử Dụng Phần Mềm Altium
724894,Thực Hành 5S
29627,Content Management
921959,Construction Project
213611,M&E Design
181200,Quality Control Management
13613,Product Quality
722508,Vận Hành Máy EDM
1069049,EDM Drilling
13050,Economics
992567,Tinh thần trách nhiệm
9039,Tax Report
1011259,Bilingual Proficiency
722393,GT Design
1031825,Kinh Doanh Thiết Bị Công Nghiệp
1011336,sales engineer
117369,Giám Sát Bảo Trì
91204,Tourism Management
8030,Hospitality Management
24551,Front Desk Management
621713,Front Offfice Operation
141368,Công Tác Văn Thư
474760,Hậu Cần
1809,Trực Tổng Đài
1015591,Đào Tạo Nhân Viên
1028696,Chiến Lược Tuyển Dụng
780367,Quản Lý Phúc Lợi
1143595,Thư ký Công ty
166931,Legal Assistance
1057742,CEO Executive Assistant
980930,AI/ML
1444,Quản Trị Mạng
1027,Triển Khai Dự Án
5216,Hỗ Trợ Kỹ Thuật
1012812,RPA
1007531,UI Path
990805,BrSE 
189818,Phân Tích Doanh Nghiệp
761203,Phát Triển Đầu Tư
695,Tài Chính Đầu Tư
1001884,Quảng cáo Facebook
950467,Editing Video
1022896,Performance Ads
1077080,ads tiktok
1130099,Operations (OPS)
997416,Insurance
1105582,Startup
1108917,Fluency in English (written and verbal)
999275,Spring Framework
4406,Hibernate
994754,Database Administration
969888,HTML/CSS
1976,Khai Báo Hải Quan
6645,Tuyển Dụng Nhân Sự
541012,Đào Tạo Nguồn Nhân Lực
533470,Chấm Công Nhân Viên
598001,Garment Sewing
640945,Custom Layout
797684,5M Analysis
344975,Food Service Management
124788,Food Safety Regulatory
154945,Quản Lý Kênh Bán Hàng
1003968,GT Chanel
1069010,Tiếng Trung HSK 4
1000597,Lắp Đặt
630540,Thiết Kế Giáo Trình
433228,Vận Hành Cửa Hàng
767757,Soạn Thảo Bài Giảng
1093529,Lập Kế Hoạch Tiếp Thị
991905,Xử Lý Vấn Đề
1032739,CLO3D
712496,Thiết Kế Thời Trang
557401,Kinh Doanh Cáp Điện
971129,Mechanical Products
1162742,Quotations Processing
603047,Relationship Maintaining
157974,Quản Lý Trình Dược Viên
999354,key account
710602,Customer-Focus Mindset
676619,3D Printer
995944,Thương Lượng
934804,Electrical Knowledge
118025,Product Planning
321451,KPI Analysis
1133070,Interior Architecture
987954,TAX
1075673,Manufacturing Experience
83062,Profitability Management
915521,Error Analysis
1056487,8D method
1002191,Sales Admin
982115,Forecast Management
51011,Order Management
912720,Advertising Campaign
1006731,Advertising Agency
1618,Quảng Cáo Truyền Thông
36752,Lập Kế Hoạch Bán Hàng
323925,Bán Hàng Cơ Khí
1974,Xuất Khẩu
671221,Garment Inspection
334796,Quality Inspection
84066,Measurement System Analysis
1028738,QA Engineering
137995,Material Development
327967,Environmental Sustainability
639955,Material Samples
638535,Đề Xuất Giải Pháp
989766,Sales Techniques
475084,General Trade
999647,Sales & Marketing
676812,Quản Lý Chiến Dịch
1152656,Am Hiểu Thị Trường
143126,Eager To Learn
101773,Optical Network Design
109501,Process Design
472653,Trade Management
668954,Sản Xuất Điện
321220,Đầu Tư Kinh Doanh
1037523,HVAC Systems
21222,Kiểm Tra Mẫu
2426,Thức Ăn Chăn Nuôi
1024577,QA/QC experience
1092546,Kết cấu
1223725,Kiến Trúc/Xây Dựng
432645,Quản Lý Thiết Kế Kết Cấu
675993,Quản Lý Thiết Kế M&E
509739,Quản Lý Thiết Kế MEP
221141,Kiểm Kê Hàng Hóa
413666,Thu Mua Nguyên Vật Liệu
758459,Luật Hải Quan
201972,Tờ Khai Hải Quan
774847,Cải Tiến Dây Chuyền Sản Xuất
101082,Line Balancing
424905,Hồ Sơ Chứng Từ
116454,In Công Nghiệp
2118,Quản Lý Doanh Số
703512,Kiểm Soát Công Nghệ
900,Tiếng Trung Giao Tiếp
1012757,Golf knowledge
354740,Thiết Kế Điện Nhẹ
136970,Lập Hồ Sơ Kỹ Thuật Dự Án
164094,Triển Khai ERP
753,Tư Vấn Kinh Doanh
347280,Quảng Cáo Truyền Hình
18242,Giao Tiếp Khách Hàng
147037,Kinh Doanh Truyền Thông
618405,Customer Communication
86316,CRM Program Management
1001032,ClickUp
632,UI/UX
919187,Chứng Từ Thanh Toán
151773,Dự Toán Chi Phí
714764,Quản Lý Dữ Liệu
996826,General Accountant
1001102,Chứng chỉ Kế Toán Tổng Hợp
136985,Thiết Kế Hệ Thống Cơ Điện
189080,Phân Tích Đánh Giá
1045859,BSCI
1050747,Qa/Qc Management
675274,MEP Construction
1009018,Real Estate Management
27486,Classroom Management
1056649,STEM Education
27485,Lesson Planning
1085244,Teaching Management
49980,Quản Lý Ngành Hàng
221067,Tiếp Thị Sản Phẩm
911323,Industrial Products
1025712,Accounting - Auditing
86940,Fire Prevention
604974,FMCG Production
647236,Functional Knowledge
934178,Proptech
37714,Kỹ Thuật Môi Trường
937430,Lập Hồ Sơ Thầu
585930,IT Infrastructure
24773,Network Administration
363503,Server Administration
176020,Cost Calculation
1100122,Crm Tools
80665,Digital Image Processing
1173248,Ccd Systems
989032,ASP.NET Core
997792,Web Development
1026028,TypeScript
987841,Networking
22918,Winforms
980929,CI/CD
640706,Forwarding Operation
31945,Giám Sát Đội Xe
121197,Luật Đấu Thầu
6742,Tư Vấn Pháp Lý
3377,Điện Toán Đám Mây
34003,Korean Language
1010710,Market research knowledge
1028616,Ký Hợp Đồng
1131066,Chăm sóc & Tư vấn khách hàng
1897,Tuyển Sinh
1075711,Khảo Sát Khách Hàng
287438,Audit Management
398733,Internal Audit Management
1028617,Giao Dịch
1502,Vận Tải
919973,Cosmetics
1057269,Brand Promotion
1025727,Hospitality and Guest Relations
1024961,Hospitality Services
927891,F&B Operations
11533,Housekeeping Management
12066,Hotel Operation
1114368,Giám Đốc Kinh Doanh
707996,Thực Phẩm Bổ Sung
913527,Food Nutrition
1026287,Intellectual Property Management
1087106,Intellectual Property Management
102167,Policy Development
1155573,Research Ethics Management
1120164,Textile Engineering
1120166,Textile Engineering
1011483,Textile Industry Knowledge
333224,Technical Maintenance
4332,Building Maintenance
1049752,Structural
413648,Giao Dịch Tiếng Trung
707622,Giao Tiếp Tiếng Nhật Bản
1024997,Tiếng Anh lưu loát
721726,Bảo Vệ Thực Vật
331029,Kinh Doanh Nông Nghiệp
219866,Theo Dõi Hợp Đồng
34603,Quản Lý Văn Phòng
1011857,TikTok Content
1010444,Content Creating
335244,Lễ Tân Hành Chính
1025774,Kỹ Năng Hướng Dẫn
717253,Quản Trị Khách Sạn
8883,Quản Trị Văn Phòng
1073728,Planning Management
1086227,Planning Management
1037043,Project Management Tools
1041668,Project Management Tools
1042463,Project Management Tools
1044276,Project Management Tools
1068251,Project Management Tools
995070,Technical skills
42507,Trực Điện Thoại
476203,Chiến Lược Bán Lẻ
1054559,Card Management
1025310,sale dịch vụ
152648,Hệ Thống SAP
193089,Kiểm Tra Thuế
1004111,Trợ lý Giám Đốc
30363,Store Design
101818,Store Setup
47497,Visual Merchandising
102396,Proposal Preparation
309420,Hóa Công Nghiệp
767877,Chế Biến Khoáng Sản
1180039,Vật Liệu Silicat
773418,Quản Lý Kiểm Soát Nội Bộ
156036,Thiết Lập Kiểm Soát Nội Bộ
996720,kiểm soát
52282,Lập Kế Hoạch Tài Chính
992385,PFMEA
726314,Bản Vẽ 3D
998843,Misa software
1011780,Automation Engineering
319,M&E
1027910,Sourcing and buying products
325456,Lập Trình AutoCAD
1048137,Thiết Kế Biện Pháp Thi Công
199704,Quản Lý Hệ Thống IT
653963,Quy Trình Vận Hành
38202,IT Presale
1066985,Kỹ Năng Sư Phạm
36620,Lập Trình C++
2628,Lập Trình PHP
205206,Thiết Kế Ô Tô
1016046,Sử dụng Solidworks
632649,Thiết Kế 3D Inventor
1086836,Sử dụng Solidworks
1106721,Sử dụng Solidworks
136468,Phân Tích Hóa Học
611692,Marketing Proposal
1011180,Implementation of Quality Management System
1146100,Sales Merchandise
303,Thời Trang
916769,Bếp Á
916767,Bếp Âu
228843,Chế Biến Món Ăn
2419,Giám Định
846,Kỹ Thuật Điện Tử
1081061,BOM
1101556,Tpm
343135,Gặp Gỡ Khách Hàng
992501,Xử lý đơn hàng
1020375,Xử lý đơn hàng
18039,Điều Phối
1165552,Làm Việc Với Cán Bộ Nhà Nước
1048971,Pha Chế Thức Uống
1192607,Kinh Nghiệm Ẩm Thực
908330,Keyshot Render
844,Kinh Doanh Du Lịch
41015,B2B Business
160730,ISO 13485
96143,ISO 50001
1014933,Thủ Tục Thông Quan
3125,Dịch Thuật
966304,HSK 5
1012234,Kinh Nghiệm Làm Việc Trong Vị Trí Trợ Lý Giám Đốc
74432,Inbound Sales
69430,Tiếng Tây Ban Nha
19862,Pháp Lý Dự Án
1012514,Bất động sản
162280,Tra Cứu HS Code
46397,Nghiệp Vụ Hải Quan
727387,Dệt May Da Giày
258930,Lab Research
176573,Kỹ Thuật Cầu Đường
134690,Quản Lý Hồ Sơ Thiết Kế
508599,Xây Dựng Đường Bộ
1083376,Khả Năng Xây Dựng Các Mối Quan Hệ
37038,Bảo Hiểm Ô Tô
108389,Bảo Hiểm Tài Sản Kỹ Thuật
22101,Bảo Hiểm Xe
1082676,Tổ Chức Thời Gian
789554,Quản Lý Chất Lượng Giáo Dục
1016799,Xây dựng đội ngũ giảng viên
1024493,Đào Tạo và Phát Triển
41669,Budget Monitoring
326636,Planning Data Analysis
1009946,Kế Toán Tổng Hợp nội bộ
1001083,Bản Vẽ Kỹ Thuật
25167,Revit Structure
1057,Phiên Dịch Tiếng Hàn
4739,Biên Dịch Tiếng Hàn
998827,TOPIK 6
208,Biên Phiên Dịch Tiếng Hàn
75913,HR Strategy
415528,HRM Software System
1011941,ERP systems
655044,Garment Production
283964,Đối Chiếu Số Liệu
27061,Vận Hành Dây Chuyền
984655,An Toàn Giao Thông
472968,Container Management
668938,Kiểm Tra Vận Đơn
28225,Xuất Nhập Khẩu Hàng Hóa
20902,Giảng Dạy Tiếng Anh
526856,Quản Lý Kế Toán
706693,Kiểm Soát Khối Lượng
181703,Content Production
18045,Strategic Thinking
1075442,Ocean Freight
1051787,Import
625176,Foreign Economic
6846,Export
989188,project
1037655,Project Managing
419399,Công Nghệ Xanh
768267,Giải Quyết Tố Cáo
4186,Quản Lý Team
1022013,Team leader experience
1092677,Kiến Trúc Sư
1021571,Architectural Design
911376,3D Rendering
646659,Bếp Á Âu
1033881,Bếp
1076316,Kinh Nghiệm Horeca
1043697,Networking Events
84866,Strategy Mapping
33713,Entertainment
1187284,Lead-Acid Battery
187776,Điều Phối Vận Chuyển
1010903,problem-solving
361763,Credit Risk Modeling
1117491,Khảo sát cộng đồng
1010941,Dự Án Xã Hội
1007305,Reporting skills
118006,Survey Research
33947,Công Tác Xã Hội
834,Payment
1018813,Dọn dẹp
999752,Sắp Xếp
636450,Dịch Vụ Lưu Trú
1005692,Retail Sales
334000,2D CAD
703626,Resource Management
744693,Rhinoceros 3D
1228579,Mold Engineer
787635,Cargo Handling
631639,Sea Transport
4054,Hải Quan
577,Nhận Diện Rủi Ro
663715,Đề Xuất Ý Tưởng
718160,.Net Core
2405,MS SQL Server
988119,Angular
1013763,Angular
1014490,Angular
763054,Tư Vấn Nguồn Vốn
744375,Bảo Trì Máy Tự Động
712371,Operation Engineering
1018299,Validation
288828,Thiết Kế Tàu Thủy
963979,Kỹ Thuật Tàu Thủy
598269,Sửa Chữa Tàu Thủy
19347,Call Center System
80923,Performance Enhancement
75739,Customer Satisfaction
677164,B2B Growth
1007258,Warehouse
1058907,Thư ký - Sale Admin
1032080,Graphic Design 2D
134720,Game 2D
815893,Animation Editing
910698,Advertising Media
123496,Documentation Control
37131,Văn Thư
1039594,Document
678954,Tìm Kiếm Nhà Thầu Thi Công
1080397,Utility Management
940048,Quản Lý Sự Kiện
999495,Chăm sóc
1059595,Agriculture
1753,Hóa Sinh
911967,Laboratory Equipment
1137147,IT Comtor
2490,Polyurethanes
27850,Lái Xe Container
604789,Dạy Lái Xe
1228531,Bằng Lái Fc
1228532,Chạy Tuyến Lào
327159,Cơ Điện Tòa Nhà
194922,Điều Hành Tòa Nhà
989522,Accountant
202418,Vận Hành Tòa Nhà
1070626,Giám Sát Dịch Vụ
2073,Xây Dựng Công Trình
422823,Tư Vấn Giám Sát Công Trình
141351,Quản Lý Chất Lượng Xây Dựng
116975,Tư Vấn Giám Sát Xây Dựng
1011195,Kỹ Thuật Nhiệt Lạnh
400444,Điều Hòa Nhiệt Lạnh
484732,Tư Vấn Hợp Đồng
666981,Quyết Toán Dự Án
910969,Quản Lý Chi Phí Đầu Tư
359129,Dự Toán Dự Án
321313,Dự Toán Đấu Thầu Xây Dựng
989193,Data Engineer
993238,Thư ký
141322,Quản Trị Hành Chính
1127568,Tuyển Dụng Lao Động Phổ Thông
354188,Lao Động Tạp Vụ
601196,Quản Lý Tạp Vụ
1017292,Import/Export Knowledge
1109473,Import/Export Knowledge
990385,Kỹ Năng Quản Lý Thời Gian
988141,Kỹ năng tin học văn phòng
1018254,Quản lý tuyển dụng
1081660,Planner
1046856,Media Planner
1078385,Campaigns
942167,Repair board
772147,Sửa Chữa Bảng Mạch
739098,Phân Tích Bản Mạch
987625,Test
161807,Logistics Procurement
1089657,Liên Hệ Đối Tác Nước Ngoài
29783,Đàm Phán Khách Hàng
989519,Misa
99454,Assortment Optimization
907862,Promotion Development
1113035,Risk Assessments
162509,Luật Ngân Hàng
371340,Chống Rửa Tiền
1091720,KPI
469475,KPIs Management
1031343,OKRs
966153,Foreign Sales
92838,Colour Matching
100377,Color Boards
1116461,Qc Engineering
1087443,Kpi Development
1098946,TA
1088373,Sales Hunter
1015860,Kỹ sư cơ khí
996304,Assistant BOD
451,Quản Lý Nhà Máy
933438,Bán Hàng Y Tế
18598,Kinh Doanh Y Tế
668597,Positive Attitude
1011618,Sales Experience
653565,Quyết Toán Khối Lượng
1124252,Cambridge Exams Management
704034,Lập Chương Trình
1042509,Quản lý nội dung
911959,Garment Construction
436872,Garment Sample
3471,Sample Management
439973,Cơ Kỹ Thuật
758275,Claim Management
174875,Data Integration
1010743,Analytical
1029306,Workflow Development
999305,Digital Transformation
47530,System Integrators
28597,IT Governance
31034,Giám Sát Chất Lượng Dịch Vụ
641182,Guideline Development
910641,IT Application
1028570,System implementation
464422,Mold Maintenance
1070621,Moulding Expertise
1078581,Plastic Injection Operation
911613,Industrial Sales
1013118,Technical background
528059,Air Compressor System
916360,Biên Dịch Tiếng Trung
17282,Bảo Hiểm Tài Chính
344287,Tài Chính Bảo Hiểm
281436,Kỹ Thuật Nhiệt
32734,Lập Bản Vẽ Hoàn Công
756328,Bóc Tách Khối Lượng Cơ Điện
145655,Giải Quyết Khiếu Nại
328136,Quản Lý Xuất Hàng
1190303,Epe Company Experience
1073374,Customs Finalization Report
993167,Shipping
622234,General Mechanical
998102,Theo Dõi Tồn Kho
1014354,Xuất nhập hàng
926587,PIT
127294,Báo Cáo Kế Toán
164060,Enterprise Integration Patterns
108384,Phát Triển Ứng Dụng
1016999,Tổ Chức Bán Hàng
912833,Customer Engagement
277221,Residential Projects
1052190,Tax Services
15235,Thẩm Định Dự Án Đầu Tư
1024897,Kiểm tra bản vẽ
1023130,Microservice
5958,SOLID
987765,Trách nhiệm
1014795,Trách nhiệm
477146,Education Counselling
20372,Researching
994417,Corporate Communications
98521,Public Affairs
20171,Internal Communications
49070,Visa Application
886,IT Operations
16211,Public Speaking
988960,German
118272,IT Consulting
1014422,Software Development Life Cycle (SDLC)
1020414,Software Development Life Cycle (SDLC)
1032617,Software Development Life Cycle (SDLC)
908431,Adobe Substance 3D
915063,Blender
343118,Marvelous Designer
1033309,Maya 3D
1043399,Shipping Lines
29909,Banner Design
1013119,PCCC
1066267,Giám Sát Quy Trình Chế Biến
4965,Mobile Marketing
1153440,BRC Food
25618,QC Management
785702,Warehouse Renovation
1078748,E-Commerce Analytics
920544,Phát Triển Cộng Đồng
995487,Kỹ sư
1034234,BRC Standards
1113948,BRC Standards
7941,Machinery Equipment
25211,Food Ingredients
79321,"Food Science"
1017312,Giao thông
1012198,Kiến Trúc
776381,Giám Sát Hệ Thống
319315,Du Lịch Quốc Tế
8495,Leadership Management
1227863,Japanese Quality Standards
174933,Strategic Brand Management
34042,Branding Strategy
1041009,Pedagogy
1022835,Driving Skills
1041905,Driving Skills
1072911,Driving Skills
1112661,Driving Skills
988833,Empathy
1014845,Empathy
1041007,Empathy
1227939,Scheduling Software
1227940,Evm Processes
1055089,PMS
6847,Inventory Checking
168451,Giao Tiếp Đàm Phán
2310,Kế Toán Phân Tích
432532,Lập Kế Hoạch Thi Công Dự Án
1227872,Training And Governance Skills
1001772,Contract Review
99604,Contractual Risk Transfer
13849,Monitoring
3938,Guest Service
4045,Public Health
193020,Resort Management
100160,Data Center Operation
108167,IT Knowledge
1175129,Supervising Idc
987831,Phân tích
2417,Gia Dụng
998337,"Phân tích kinh doanh, tối ưu lợi nhuận"
412304,Hồ Sơ Nghiệm Thu Dự Án
2575,Raw Materials
1080714,Khảo Sát Công Trình
1061927,Phân tích dữ liệu và lập báo cáo
1046008,Thành Thạo Vi Tính Văn Phòng
102303,Database Testing
415529,GT Channel
702104,Price Negotiation
634502,Find Suppliers
599318,Audit Supplier
351502,Client Facing
674240,Luật Quản Lý Thuế
127839,Sales Report Analysis
627127,Shipping Logistics
988202,ERP System
993743,manufacturing
666970,Data Design
1024200,Database System
1014879,Data Warehouse
162821,English Reading
912700,Experiment Design
694631,Hóa Kỹ Thuật
1025090,"Điện, điều khiển, tự động hóa"
22040,Thiết Kế Ý Tưởng
375800,Nhựa Hóa Chất
1574,Furniture
3425,Hardlines
676601,Theo Dõi Doanh Thu
1009829,Automation Maintenance
102137,Insurance Planning
968385,Warehouse Monitoring
11563,Cargo Insurance
920936,Claims Adjusting
1066475,Logical Analysis
396924,Nhựa Công Nghiệp
359398,Xây Dựng Thương Hiệu Sản Phẩm
1013533,Tiếng Trung HSK5
1036571,Kỹ năng tìm kiếm nhà cung cấp
988493,Kỹ năng tổ chức
240105,Process Manufacturing
1038517,Project Sales Management
102247,Exterior Design
20512,Achieving Targets
1084955,Sử Dụng Ai
324879,Thiết Kế Video
387884,Payment Advice
35076,Bank Reconciliation
721999,Accounting Payment
1000492,Customs Declaration
1015172,Customs Declaration
1026224,Customs Declaration
1038105,Customs Declaration
1040808,Customs Declaration
4327,Trang Thiết Bị Y Tế
180690,Nghiên Cứu Tài Liệu
177142,Lắp Đặt Thiết Bị
912838,Channel Strategy
1150988,GTM Strategy
1005920,Customer Insights
930441,Customer Journey Map
700165,Team Connecting
45623,Quick Learning
1062128,HVAC System Design
1030099,Tư vấn kỹ thuật HVAC
65405,HVAC Design
108444,Design Consultancy
109263,Pricing Strategy
1080708,Quản lý thương mại điện tử
465013,Bảo Trì Máy Tính
993837,Quản lí
682406,Performance Tracking
117933,Giám Sát Hoạt Động Sản Xuất
628004,Đảm Bảo Sản Lượng
118751,Quản Lý Giám Sát Nhân Lực
170827,Quyết Toán Kinh Tế
1133761,Rủi ro tín dụng
925709,Xây Dựng Mô Hình
33396,Quản Lý Tín Dụng
721368,Tư Vấn Giải Pháp Điện Tử
1023062,Mandarin Chinese
818681,Thiết Kế Học Liệu
2612,Bán Hàng Xây Dựng
1031176,Kỹ thuật nội thất
1012676,Tổ Chức Triển Khai
228237,Khai Thác Thông Tin
783356,Kinh Doanh Cơ Điện
1022374,Phát triển nhân viên
968940,Hoàn Thành Chỉ Tiêu Kinh Doanh
2815,Thiết Bị Công Nghiệp
4328,Quảng Bá Tiếp Thị
719836,Máy Cắt Laser
473032,Credit Admin
1046488,Loan Processing
1102447,Loan Processing
1116681,Loan Processing
1151132,Loan Processing
530322,Đọc Bản Vẽ 2D
8427,Social Marketing
1123347,marketing excutive
767540,Kiểm Nghiệm Vi Sinh Vật
30076,Kế Toán Thu Chi
425655,Kiểm Soát Nhân Sự
2072,Trắc Đạc
780404,Kỹ Thuật Quang Học
668793,Sử Dụng Máy Trắc Đạc
1222690,Bản Đồ Và Tọa Độ
1012858,Bussiness Development
1066042,Quản trị tài liệu
1022954,Quản lý an toàn
1051309,Purchasing Coordination
8886,Theo Dõi Đơn Hàng
1188433,Procurement Compliance
1179429,HIGG
1093548,Social Compliance
1577,Mua Bán Ngoại Tệ
777222,Xây Dựng Kế Hoạch
100378,Application Security Assessment
22035,ISO 27001
121765,Security Information
437116,Security Administration
5532,Xử Lý Nước Thải
237341,Hoá Học Kỹ Thuật
138092,Quản Lý Nguồn Vốn
169,Thanh Toán Quốc Tế
642757,Thanh Quyết Toán Đối Soát
1013112,Quản lý tài khoản
343820,Điều Phối Sự Kiện
12981,Event Planning
478065,Khai Thác Nguồn Hàng
789822,Đàm Phán Nhà Cung Cấp
9774,Garment Manufacturing
528849,Fashion Business
1010420,CAT tools
176607,Factory Production
991766,Kỹ năng điều phối
704749,3D Max
27901,Sketchup 3D
448698,F&B Business
1084170,Process Improvements
1129904,Process Kaizen
19595,Bóc Tách Vật Tư
1065591,Kiến Thức An Toàn Thực Phẩm
75902,GMP
544849,ISO Knowledge
180741,Nấu Ăn
347344,Safety Works
1000847,Phát Triển Mạng Lưới
741578,Triển Khai Kế Hoạch
1075441,Air Freight
25539,Maintain Customer Relationship
1032570,Sales Logistics
1049711,Sales Logistics
1123085,Sales Logistics
1140065,Sales Logistics
1147389,Sales Logistics
1736,Thi Công Xây Dựng
228774,Triển Khai Hồ Sơ Thầu
74739,Quản Lý Xây Dựng
2412,Advertising
1117769,Thiết kế CAD
2854,Cơ Khí Điện Tử
993399,Adobe Premiere
143971,Biên Tập Video
1006334,HSK
1079595,HSK
1092108,HSK
1077934,Mua sắm
1108474,Mua sắm
1221985,Mua sắm
1224499,Mua sắm
1092426,团队协作精神
1191613,信息化系统故障分析
1191614,计算机及网络相关专业
1191615,软件和硬件安装
1191616,英语良好书面和口头表达能力
1028429,Tiếng Hàn Thành thạo
379864,Lập Ngân Sách
1017104,Kế Toán Tài Chính
3864,Công Nghệ Phần Mềm
1001316,UML
1044999,Cyber Security
1010767,lập trình C/C++
15287,IT Phần Cứng
319027,Biên Soạn Giáo Trình
1000931,Nghiệp vụ sư phạm
740565,Giám Sát Vật Liệu
766613,Client Onboarding
679413,Client Database
722009,Cơ Khí Chế Tạo Máy
790091,Thiết Kế 3D Cơ Khí
671103,Bảo Trì Khuôn
743566,Sử Dụng Máy Tiện
1118477,Kiến Thức Khuôn Ép Phun
632775,Giao Tiếp Chủ Động
2162,Chỉ Huy Công Trình
381850,Môi Trường Nước
1013318,Thi công
724360,Xử Lý Nước
720467,Hệ Thống Nước Thải
783469,Phân Tích Thí Nghiệm
1191429,Chịu Được Cường Độ Làm Việc Cao
1096362,QUẢN LÝ HIỆN TRƯỜNG
11189,Quản Lý Thời Gian
894078,CNTT
138936,Quản Trị Khách Hàng
1024628,CRM Proficiency
269925,OLAP
24501,Information System
1089672,Sở hữu trí tuệ
76764,Material Science
30209,Logistics Support
477467,Marketing Intelligence Analysis
1034341,Kinh nghiệm ngoại thương
1034342,Kiến thức logistic
437144,Garment Trims
471939,Price Analysis
615945,Sampling Inspection
1057118,MES operation
1016063,MES System Management
760606,Chào Hàng Sản Phẩm Mới
1039435,PFMEA
1045864,PFMEA
275697,HSK 6
1007904,Vray
989547,3DSMAX
613214,Đào Tạo Đội Nhóm
713354,Phát Triển Mẫu
1068646,thêu
1000433,Tài chính doanh nghiệp
1002737,Medical Equipments
2248,Cargo
97722,Automated Software Testing
1104297,Data Accuracy
1066652,Devops Tools
112473,Web Scraping
1045401,Ngoại Hình Ưa Nhìn
1218563,Tư Duy Logic Và Khả Năng Giải Quyết Vấn Đề Tốt
1045592,Giám Sát Hiện Trường
323751,Vật Tư Thiết Bị
45181,Thiết Kế Cơ Điện
783774,Kiếm Soát Thiết Kế
180164,Đúc Nhựa
4827,Japanese N2
1855,Phần Mềm CAD
1000787,CLO
1022423,Kỹ thuật may
17940,May Mẫu
189464,Phay CNC
336301,Chứng Khoán Phái Sinh
1015809,Content Social
1049442,Content Social
1066539,Content Social
1068683,Content Social
1070652,Content Social
1012613,Quảng cáo
19092,IT Production
1064859,Fmcg Industry
1079300,Marketing & Advertising Strategy
771596,Loan Documentation
320763,Loan Operation
596348,Credit Compliance
33807,Electrical System
1103807,Electronic Design Automation
990992,Aws
239,Media
987619,Adverising Marketing
1033182,Phân Tích Hiệu Quả Bán Hàng
4677,Estimation
969640,Cơ Điện Lạnh
1013348,Excel proficiency
1014806,Logistics/Transportation Degree
608565,Customer Experiences
1028977,Wealth Management
1063413,Financial Restructuring
1079425,TOIEC
1086275,sale & communication
1107788,Saas Experience
707500,Triển Khai Phần Mềm
486,Education
1179668,Site Engineering
785238,Kỹ Thuật Xây Dựng Công Trình
674586,Xây Dựng Cảng Biển
30325,Báo Cáo Bán Hàng
993406,Food and Beverage
210578,Khai Thác Đội Tàu
838908,Dịch Vụ Tàu Biển
1016433,Scripting
989559,Terraform
1010838,Terraform
1016961,Terraform
1027185,Terraform
1028940,Terraform
1033320,Terraform
623594,Kiểm Tra Hàng Tồn
1013001,Phân Loại Hàng Hóa
626504,Kiểm Soát Số Lượng
916837,Đào Tạo Nhân Lực
818863,Bố Trí Nhân Sự
626505,Kiểm Kê Hàng Tồn
1008376,Đào tạo công nhân
720890,Cơ Khí Ứng Dụng
693648,Quy Trình Mua Sắm
1039445,Quản lý mua sắm
627035,Kiểm Soát Mua Sắm
205949,Mua Sắm Tài Sản
100725,Location Production
599548,Hardware Server
590,Virtualization
354496,Database Software
729532,Operation System
986483,Quản Lý Quan Hệ Khách Hàng
1115899,Hiểu Biết Về Tín Dụng
911919,Test Cases
988513,Ngoại ngữ
1011629,Ngoại ngữ
1016943,Đàm phán giá cả
1048797,Nhân viên Mua hàng
223954,Thanh Toán Điện Tử
