WorkingLocationId,JobId,Address,CityId,Latitude,Longitude
198671,1900098,"Thành phố Vinh, Nghệ An, Việt Nam",41,18.679585,105.681333
131093,1900099,"Tầng 9 tòa tháp đông lotte center Hà Nội, 54 Liễu Giai, Ba Đình, Hà Nội",24,21.031878,105.812943
197336,1899985,"Số 6 ngách 38 ngõ 15 phố Phương Mai, Phường Phương Mai, Quận Đống Đa, Hà Nội",24,21.0039,105.838227
72064,1900047,"Tầng 9, tòa nhà Saigon Centre, tháp 2, số 67 Lê Lợi, Phường Bến Nghé, Q.1, TP.HCM",29,10.772816,106.700503
130031,1894255,"KCN VSIP II, Thủ Dầu Một, Bình Dương",11,11.073913,106.68421
193265,1884322,"A17 Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Thành phố Hà Nội",24,21.00257,105.846528
11639,1896824,"Số 15, đường số 6, KCN Việt Nam Singapore, Thuận An, Bình Dương",11,10.899011,106.720233
26137,1905126,"VSIP 1, VSIP 2",11,11.073913,106.68421
4789,1905126,"KCN Amata, KCN Long Đức-Long Thành,...",19,10.842186,106.97796
4788,1905126,"77 Vũ Ngọc Phan, Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng, Việt Nam",17,16.068596,108.148594
200286,1905105,"605 Quang Trung, Hà Đông, Hà Nội",24,20.961507,105.764321
200315,1905115,Tien Giang,58,10.449332,106.34205
92855,1905115,Tra Vinh,59,0.0,0.0
89675,1904968,"Nam Dinh Vu Industrial Park, Dinh Vu Peninsula, Đông Hải, Hải An, Hai Phong, Vietnam",28,20.815729,106.808574
181269,1904965,"R403, Thanh Dat 1 Building, No. 3 Le Thanh Tong Street, Ngo Quyen District, Hai Phong City, Vietnam",28,20.866535,106.693253
163425,1905121,"Quận Cầu Giấy, Hà Nội",24,21.036237,105.790583
200306,1905118,"Tòa nhà HH2 Bắc Hà, số 15 Phố Tố Hữu, Phường Nhân Chính, Thanh Xuân, Thành phố Hà Nội",24,20.997661,105.795226
109598,1905070,"Nova Evergreen, 42/2 Nguyễn Văn Trỗi, Phường 15, Phú Nhuận, TP. Hồ Chí Minh",29,10.793817,106.679183
147504,1905104,"Hồ Chí Minh, Thành phố Hồ Chí Minh, Việt Nam",29,10.823099,106.629664
129785,1905104,"Hạ Long, Bai Chay, Thành phố Hạ Long, Quảng Ninh, Vietnam",49,20.95326,107.044775
192933,1905104,"215 Lương Ngọc Quyến, Hàng Văn Thụ0, Thành phố Thái Nguyên, Thái Nguyên ",55,21.59605,105.824654
17673,1904886,"Ho Chi Minh City, Vietnam",29,10.823099,106.629664
200268,1905003,"Hà Nam, Vietnam",23,20.58352,105.92299
200300,1905003,"Hà Nội, Hanoi, Vietnam",24,21.027764,105.83416
200301,1905003,"Nam Định, Vietnam",40,20.438823,106.162105
169627,1904793,"Tầng 3. Ct2 chung cư Vinahud. 536a Minh Khai, Hai Bà Trưng, Hà Nội.",24,20.998288,105.870143
169628,1904793,"Số 36, đường số 2, Khu đô thị Him Lam, phường Tân Hưng, Quận 7.",29,10.744721,106.69704
174936,1905073,"144 Đường Cộng Hòa, Phường 12, Quận Tân Bình, Hồ Chí Minh, Việt Nam",29,10.801794,106.652278
168640,1905090,"52-54 Trương Văn Bang, Bình Trưng Tây, Thành phố Thủ Đức, Hồ Chí Minh, Việt Nam",29,10.780494,106.750962
193789,1905078,"Hà Nội, Hanoi, Vietnam",24,21.027764,105.83416
45159,1905056,"Ho Chi Minh, Ho Chi Minh City, Vietnam",29,10.823099,106.629664
45439,1905087,"Khu Kinh tế Dung Quất, Xã Bình Thuận, Huyện Bình Sơn, Tỉnh Quảng Ngãi",48,15.392134,108.819501
188098,1887414,"Lô CN7, đường N4, khu công nghiệp Sóng Thần 3, Phường Phú Tân, Thành phố Thủ Dầu Một, Bình Dương",11,11.01969,106.700273
135060,1887436,"Lô CN7, Đường N4, KCN Sóng thần 3, Phú Tân, Thủ Dầu Một, Bình Dương",11,11.030146,106.692253
175034,1905075,"Tầng 15, Tòa nhà MB, 21 Cát Linh, Đống Đa",24,21.028509,105.830861
200144,1904667,"Cobi Tower 2, 2-4 Street No.8, Ward Tan Phu, District 7, Ho Chi Minh City, Viet Nam",29,10.730834,106.724555
196638,1894126,"Tầng 2 – Tòa nhà HITC, 239 Xuân Thủy, Cầu Giấy, Hà Nội",24,21.036372,105.783383
165767,1894160,"Tầng 30, Toà nhà Lotte, Số 54 Liễu Giai, Phường Cống Vị, Ba Đình",24,21.031876,105.812303
196228,1892899,"Vĩnh Long, Việt Nam",62,10.239574,105.957193
4818,1892900,"198 Trần Quang Khải, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",24,21.028844,105.857424
174827,1884094,"432 Đường Hùng Vương, Hùng Vương, Hồng Bàng, Hải Phòng, Vietnam",28,20.876709,106.641945
174829,1884094,"Số 121D4, KĐT mới Đại Kim - Định Công, Hoàng Mai, Hà Nội",24,20.983137,105.831965
1712,1900231,"No.273 Kim Ma Street, Ba Dinh District, Hanoi",24,21.030745,105.820269
166476,1900016,"Hồ Chí Minh, Vietnam",29,10.746903,106.676292
49716,1899987,"Hà Nội, Việt Nam",24,21.027764,105.83416
49717,1899987,Ho Chi Minh,29,10.823099,106.629664
100674,1899987,"Tòa VP Mường Thanh, Số 115 Nguyễn Văn Linh, Quận Hải Châu, Đà Nẵng",17,16.060249,108.216754
192341,1881526,"Lô A2, KCN Thăng Long 3, Bình Xuyên, Vĩnh Phúc",63,21.321117,105.656473
156607,1896827,"Tầng 2-17-18, Tòa nhà Pacific Place, 83B Lý Thường Kiệt, Hà Nội",24,21.024794,105.843442
40600,1905033,"Bắc Ninh, Vietnam",7,21.121444,106.11105
200287,1905033,"Hà Nội, Vietnam",24,21.027764,105.83416
65274,1905029,"Tòa nhà D, ô đất CT2, khu đô thị mới Kim Văn – Kim Lũ, phường Đại Kim, quận Hoàng Mai, Hà Nội",24,20.973317,105.820118
200374,1905029,"94 Đường An Bình, phường 5, Quận 5, Hồ Chí Minh, Việt Nam",29,10.751693,106.672747
187825,1905043,"Hà Nội, Vietnam",24,21.027764,105.83416
99373,1905018,"Đà Nẵng, Vietnam",17,16.054407,108.202167
192077,1904969,"156 Nguyễn Lương Bằng, Phú Mỹ, Quận 7, Hồ Chí Minh, Việt Nam",29,10.714899,106.730292
196667,1894265,"7th Floor, Ocean Park Building, No.1 Dao Duy Anh, Phuong Mai, Dong Da, Ha Noi",24,21.007272,105.840444
111751,1899691,"Số 1, đường 11, KCN đô thị và dịch vụ VSIP Bắc Ninh",7,21.121444,106.11105
193255,1904988,"8th Floor, Lancaster Luminaire Building, No. 1152 – 1154 Lang Street, Dong Da Ward, Hanoi City",24,21.026527,105.79895
200249,1904987,"1st Floor, S4-01 Tower, The Sun Avenue Building, 28 Mai Chí Thọ St.",29,0.0,0.0
195277,1904986,"1st Floor, S4-01 Tower, The Sun Avenue Building, 28 Mai Chí Thọ St., An Phú Ward, HCM City.",29,10.784537,106.745704
13179,1882951,"Tòa nhà SUCED, 108 Nguyễn Hoàng, Quận Nam Từ Liêm, Hà Nội",24,21.033317,105.77128
47911,1896792,"An Lợi Đông, Thủ Đức City, Ho Chi Minh City, Vietnam",29,10.763199,106.726413
197552,1896792,Remote working,24,0.0,0.0
149281,1899790,"Số 29 Liễu Giai, phường Ngọc Khánh, quận Ba Đình, Hà Nội",24,21.0311,105.813665
132579,1896653,"265-267 Đường Hồng Lạc, phường 10, Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",29,10.787835,106.646549
185575,1903639,"Ấp 1, xã Nhựt Chánh, huyện Bến Lức, tỉnh Long AN",39,10.611143,106.470036
199716,1903590,"123A Gò Dầu, Phường Tân Quý, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",29,10.795705,106.623023
199701,1903495,"B93 đường 50, phường Phước Long B, TP.Thủ Đức, TP.HCM",29,10.805013,106.782899
190913,1903557,"Tầng 8, Tháp B, Khu thương mại dịch vụ kết hợp nhà ở cao tầng tại Lô đất 1-13 thuộc Khu chức năng số 1 - Số 15 đường Trần Bạch Đằng, Khu phố 3, Phường Thủ Thiêm, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",29,16.059148,108.244761
87343,1903492,"Level 3, Viet Nga Building 23 Ton Duc Thang Street, Ben Nghe Ward District 1, Ho Chi Minh City",29,10.782475,106.705608
187486,1903581,"B22 + B24 - Lô B, Ô đất D18, Khu đô thị mới Cầu Giấy, P. Dịch Vọng, Cầu Giấy, Hà Nội (82 Trương Công Giai)",24,21.031737,105.792802
195391,1890678,"Tầng 2, Tòa nhà Mipec Tower, 229 Tây Sơn,phường Khương Thượng, quận Đống Đa, Hà Nội",24,21.00574,105.823435
184645,1896630,"Ho Chi Minh, Ho Chi Minh City, Vietnam",29,10.823099,106.629664
9030,1894004,Thanh Xuan,24,20.995982,105.809724
127704,1894005,"Hà Nội, Việt Nam",24,21.027764,105.83416
196597,1893994,"No.11 street 9A, Bien Hoa 2 IZ, Long Binh Tan Ward, Bien Hoa City, Dong Nai Province, Vietnam",19,10.920035,106.882754
145565,1893836,"Văn Giang, Hưng Yên (cách KĐT Ecopark 2km)",32,20.962056,105.931801
8712,1893966,"Tầng 2, Tòa nhà Copac Square, Số 12 Tôn Đản, Phường 13, Quận 4, TP.HCM.",29,10.762244,106.707893
25193,1893398,Hanoi,24,21.027764,105.83416
153409,1896663,"Lầu 9, Toà nhà D&D, 458 Nguyễn Thị Minh Khai, Phường 2, Quận 3, TP.HCM",29,0.0,0.0
125567,1899757,"81 Phố Trần Thái Tông, Cầu Giấy, Hà Nội, Việt Nam",24,21.032258,105.78882
18884,1885040,"15-17 Phố Ngọc Khánh, Khu tập thể Giảng Võ, Giảng Võ, Ba Đình, Hà Nội, Việt Nam",24,21.029585,105.817734
128823,1885040,"28 Phan Bội Châu, Cua Nam, Hoàn Kiếm, Hanoi, Vietnam",24,21.025037,105.842951
1187,1885040,"161 Hai Bà Trưng, Vo Thi Sau Ward, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",29,10.783919,106.696433
188757,1884197,"52-53 TT 20, Khu đô thị Văn Phú, Hà Đông, Hà Nội",24,20.955543,105.771469
69528,1882744,"Ba Ria - Vung Tau, Vietnam",3,10.54174,107.242998
195840,1882744,"Ðiện Biên Phủ, Dien Bien, Vietnam",69,21.40639,103.032155
106029,1882744,"Hà Nội, Vietnam",24,21.027764,105.83416
9154,1896733,"8 Phan Đình Giót, Phường 2, Tân Bình, Ho Chi Minh City, Vietnam",29,10.803185,106.665169
190310,1899887,"LỘC Hòa, Tây Hòa 02, Trảng Bom, Đồng Nai, Việt Nam",19,10.942267,107.049942
198617,1899887,"Bình Dương, Vietnam",11,11.325402,106.477017
198618,1899887,"Ho Chi Minh, Vietnam",29,10.746903,106.676292
2271,1896643,"The Capital Tower, 6th floor, 6 Nguyen Khac Vien, Tan Phu Ward, Dist. 7, HCMC, Vietnam",29,10.728393,106.72029
197516,1896675,"Tầng 7, Tòa nhà Richy, Tổ 44, P. Yên Hòa, Q. Cầu Giấy, TP. Hà Nội.",24,21.022268,105.796858
29345,1896675,"Ho Chi Minh City, Vietnam",29,10.823099,106.629664
174981,1881827,"4th Floor, Sunrise Building 2, No. 10 Ngo Gia Tu Str., Thach Thang Ward, Hai Chau District, Da Nang City, Vietnam",17,16.07183,108.216635
174980,1881827,"R716, 7 Floor, TD Building, 20A Le Hong Phong Str, Ngo Quyen Dist, Hai Phong City, Viet Nam",28,20.834732,106.717469
119850,1896730,"Lầu 11, 12 – Số 96 Phan Đăng Lưu, Phường 5, Quận Phú Nhuận, TP.HCM",29,10.803513,106.685765
27371,1896730,"67a Trương Định, Hai Bà Trưng, Hà Nội, Việt Nam",24,20.99421,105.849805
177189,1896757,"Số 15 Lưu Quang Vũ, Trung Hòa, Cầu Giấy, Hà Nội",24,21.016496,105.802008
197500,1896651,"Tầng 5 Toà nhà Gia Kỳ, Số 92C Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh.",29,10.79011,106.71806
199611,1903191,"163-165 Trần Hưng Đạo, P.Cô Giang, Quận 1, TPHCM.",29,10.766396,106.694121
188433,1886879,"VSIP Binh Duong, Số 8 Đại lộ Hữu Nghị, Khu công nghiệp Việt Nam-Singapore, P. Bình Hòa, Thành phố Thuận An, Bình Dương",11,10.924386,106.71358
194368,1903414,"Hồ Chí Minh, Việt Nam",29,10.823099,106.629664
199708,1903540,"BQL tòa nhà Icon 40 - Khu đô thị Hùng Thắng, Hạ Long, Quảng Ninh",49,20.959086,107.001377
199703,1903319,"Hoàn Kiếm, Hà Nội",24,21.027964,105.851013
199666,1903367,"Hồ Chí Minh, Việt Nam",29,10.823099,106.629664
199667,1903367,"Hà Nội, Việt Nam",24,21.027764,105.83416
199668,1903367,"Đà Nẵng, Việt Nam",17,16.054407,108.202167
13223,1903569,"Bắc Từ Liêm, Hà Nội, Vietnam",24,21.07302,105.770329
72749,1903298,Bắc Ninh,7,21.121444,106.11105
177706,1903543,"Long Biên, Hanoi, Vietnam",24,21.054864,105.888497
190939,1903420,"Tầng 6, Tòa nhà MG Building, 54/31 Phổ Quang, Phường 2",29,10.803844,106.666793
195183,1889925,"Tỉnh Polikhamxay, Lào (Cách cửa khẩu Cầu Treo Hà Tĩnh về phía Lào 10km)",70,18.436292,104.47233
195186,1889925,"Cửa khẩu Quốc tế Cầu Treo, Quốc lộ 8A, Hương Sơn, Hà Tĩnh, Việt Nam",26,18.388187,105.159221
200020,1904455,"Nhà A3, số 15 ngõ 91 Nguyễn Chí Thanh, phường Láng Hạ, Quận Đống Đa, Tp Hà Nội.",24,21.020213,105.810026
200238,1904950,"FF11Bis Ba Vì, P.15, Q.10, HCM",29,10.823099,106.629664
132014,1903477,"35 Đại Lộ Độc Lập, Bình Hòa, Thuận An, Binh Duong, Vietnam",11,10.927818,106.722307
200234,1904938,"Lô C9, Khu công nghiệp Long Bình An, Phường Đội Cấn, Thành phố Tuyên Quang, Tỉnh Tuyên Quang, Việt Nam",60,21.731754,105.245465
200807,1904938,"Hà Nội, Vietnam",24,21.027764,105.83416
189298,1904943,"Lô đất số J3,4 (RF-12), KCN Thăng Long II, phường Dị Sử, thị xã Mỹ Hào, tỉnh Hưng Yên.",32,20.920747,106.062282
85469,1904925,"9th Floor, 107-109-111 Nguyen Dinh Chieu Street, Phuong Vo Thi Sau District 3, Ho Chi Minh City",29,10.778495,106.690332
200233,1904935,"Khu Công Nghiệp Long- Bình - An, Tuyên Quang, Đường An Hòa, Đội Cấn, Tuyên Quang, tỉnh Tuyên Quang, Việt Nam",60,21.731754,105.245465
50330,1904857,"Trường tiểu học Jean Piaget, lô A4, NT1 khu đô thị Nam Trung Yên, phường Trung Hòa, Cầu Giấy, HaNoi.",24,21.017392,105.78602
165098,1886284,"Toà nhà Casla, Ngõ 78 Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hanoi, Vietnam",24,21.031541,105.783294
200202,1904856,"Trường tiểu học Jean Piaget - Trường mầm non Bees HTM, Lô A4, NT1, KDT Nam Trung Yên, Trung Hoà, Cầu Giấy, Hà Nội",24,21.017442,105.786014
196263,1893071,"Công trường Mê Linh/2 Ngô Đức Kế, Bến Nghé, Quận 1, Hồ Chí Minh, Việt Nam",29,10.774561,106.70567
127383,1904906,"Level 10, L'MAK The Signature, 147-147 Bis Hai Ba Trung, Vo Thi Sau Ward, District 3 Ho Chi Minh City, Vietnam",29,10.783245,106.697441
200212,1904883,"105 phố Mỹ Hưng, khu Phú Mỹ Hưng, phường Tân Phong, Quận 7",29,10.726747,106.720648
200235,1904898,"Tòa nhà IDMC, Số 18 Tôn Thất Thuyết, Mỹ Đình 2, Nam Từ Liêm, Hà Nội",24,21.028984,105.780199
138567,1893097,"Tầng 1, Toà nhà Pax Sky, 63 - 65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",24,21.015447,105.853289
197335,1896154,"Hà Nội, Việt Nam",24,21.027764,105.83416
198597,1899881,Hai Phong office,28,20.844912,106.688084
175564,1899846,286 Quang Trung – Hà Đông – Hà Nội,24,20.964639,105.767502
139320,1899846,"Số 61 đường số 1, Khu dân cư Cityland, Phường 7, Quận Gò Vấp, Thành phố Hồ Chí Minh",29,10.828439,106.679468
4051,1899902,"Street 30, Singapore Industrial Park II – A , Tan Uyen Commune, Binh Duong Provinc",11,11.111134,106.794241
123928,1899903,"913 Trường Chinh, Phường Tây Thạnh, Quận Tân Phú, HCM",29,10.822691,106.62943
45674,1884116,"Hà Nội, Vietnam",24,21.027764,105.83416
123628,1885395,"Vinamilk Tower, 10 Tan Trao road, Tan Phu ward, No. 7 dist, HCM",29,10.729688,106.723799
7784,1899894,"Ho Chi Minh, Ho Chi Minh City, Vietnam",29,10.823099,106.629664
93836,1899894,"Charmvit Tower, 117 Đường Trần Duy Hưng, Trung Hòa Nhân Chính, Trung Hoà, Cầu Giấy, Hà Nội, Vietnam",24,21.007871,105.796595
121906,1899898,"Tầng 17, tòa nhà Kim khí Thăng Long, số 1 Lương Yên, Hai Bà Trưng, Hà Nội",24,21.01213,105.863005
128691,1896686,"Nhà máy Sunhouse, Lô E-4A1 & lô E-4B-CN, Đường NA2, KCN Mỹ Phước 2, Thị Xã Bến Cát, Tỉnh Bình Dương,",11,21.001918,105.609654
68609,1896677,"Hà Nội, Vietnam",24,21.027764,105.83416
73566,1903068,"Tân Đông Hiệp, Dĩ An, Bình Dương",11,10.917414,106.76861
81501,1902802,"KCN Sông Hậu, Xã Đông Phú, Huyện Châu Thành, Tỉnh Hậu Giang",72,9.961098,105.842412
131395,1902917,"23 Đường Lê Duẩn, Bến Nghé, District 1, Ho Chi Minh City, Việt Nam",29,10.783729,106.70193
42656,1903387,"Lầu 3, Tòa nhà Toyota, 57(59A) Cách Mạng Tháng 8, Phường  An Hòa, Quận Ninh Kiều, Tp.Cần Thơ",15,10.049255,105.775767
158870,1903387,"Chi nhánh miền nam (Tân Bình) - Tầng 17, Tòa nhà Park IX, 8 Phan Đình Giót, P.2 , Q. Tân Bình",29,10.803214,106.665702
199678,1903418,"811A-811B Trường Chinh, Tây Thạnh, Tân Phú, HCM",29,10.812452,106.632771
172205,1902914,"23 Lê Duẩn, Phường Bến Nghé, Quận 1, Ho Chi Minh, Vietnam",29,10.783729,106.70193
193059,1901909,"18th floor, The Nexus, 13 Nguyen Sieu, Ben Nghe, D",29,10.778564,106.705055
199344,1902209,"14th Floor, L’Mak Long Tower, No. 101-103 Nguyen Cuu Van Street, Ward 17, Ho Chi Minh City, Vietnam",29,10.795961,106.706397
135210,1904814,"Số 113 Trung Hòa, Cầu Giấy, Hà Nội",24,21.016827,105.79884
9445,1904860,"Khu đô thị Thương mại và Du lịch Văn Giang, xã Xuân Quan, huyện Văn Giang, tỉnh Hưng Yên",32,20.973835,105.92351
84,1904881,"3 Đường số 40, Tân Phong, Quận 7, Hồ Chí Minh, Việt Nam",29,10.73643,106.710721
200239,1904881,"Tầng 04, Tòa nhà công nghệ AC, Lô A1A, cụm sản xuất TTCN và CNN, phường Dịch Vọng Hậu, quận Cầu Giấy, thành phố Hà Nội, Việt Nam",24,21.011446,105.837206
200215,1904887,"Văn phòng Công ty Cổ phần Bateco Việt Nam, Lô B44, Khu đấu giá 3Ha, Phường Phúc Diễn",24,21.049988,105.753166
192371,1904920,"Tầng 4, tòa nhà Cland (CT3) số 81 Lê Đức Thọ, P. Mỹ Đình 2, Q. Nam Từ Liêm, Tp. Hà Nội.",24,21.029244,105.77273
191411,1904918,"170E Phan Đăng Lưu, P.3, Q. Phú Nhuận, TP. HCM",29,10.801067,106.682081
186920,1904915,"3 Vo Van Tan street, Vo Thi Sau ward, Dist.3, Ho Chi Minh city",29,10.78082,106.694579
194730,1904872,"UOA TOWER, Tân Trào, Khu đô thị Phú Mỹ Hưng, Tân Phú, District 7, Ho Chi Minh City, Vietnam",29,10.730156,106.72475
104017,1904896,"Hà Nội, Hanoi, Vietnam",24,21.027764,105.83416
200226,1904849,"7th Floor, Diamond Plaza, 34 Le Duan Street, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam.",29,10.780987,106.698495
511,1904854,"KCN VSIP Hải Phòng, Thủy Nguyên, Hải Phòng",28,20.905259,106.672928
151076,1896302,"Toà nhà CT1B Mon City, phố Nguyễn Cơ Thạch, Mỹ Đình, Nam Từ Liêm, Hà Nội",24,21.034786,105.766529
145947,1904766,Ha Noi,24,0.0,0.0
145948,1904766,Ho Chi Minh,29,10.823099,106.629664
83165,1904831,"Bắc Ninh, Việt Nam.",7,21.178177,106.071026
200174,1904794,"Room 1904A- Floor 19- Centec Tower, 72-74 Nguyen Thi Minh Khai Street",29,10.782705,106.697435
187794,1904798,"Số 91 Nguyễn Khang, phường Yên Hòa, Cầu Giấy, Hà Nội",24,21.029543,105.800346
191084,1904828,"55 Nguyễn Khoái, Phường Bạch Đằng, Quận Hai Bà Trưng, TP.  Hà Nội",24,21.015393,105.863078
191085,1904828,"129 Đinh Bộ Lĩnh, Phường 2, Quận Bình Thạnh, TP. HCM",29,10.801653,106.709113
139246,1904880,"Cát Hải, Hải Phòng, Việt Nam",28,20.804105,106.930227
97776,1904809,"19 Ngõ 59, Thành Công, Đống Đa, Hanoi, Vietnam",24,21.018361,105.817609
138143,1899613,"Lô 52-53-54/I Đường Số 2E, Khu Công nghiệp Vĩnh Lộc, Xã Vĩnh Lộc A, Huyện Bình Chánh, Hồ Chí Minh",29,10.820875,106.582818
87289,1899476,"Tòa nhà Thuận Hải, Lô Vb20a2, Đường số 24, KCX Tân Thuận, Phường Tân Thuận Đông, Quận 7, TPHCM",29,10.770442,106.745962
108357,1899476,"Tòa nhà Sky City, 88 Láng Hạ, Đống Đa, Hà Nội, Việt Nam",24,21.014018,105.815224
154992,1883844,"The Sentry P, 16 Đ. Nguyễn Đăng Giai, Street, Ward, Thao Dien, District 2, Ho Chi Minh City, Vietnam",29,10.801811,106.735914
22946,1899842,"Hồ Chí Minh, Việt Nam",29,10.823099,106.629664
116915,1899827,"KCN Đồng Văn II, Phường Bạch Thượng, Thị xã Duy Tiên, Tỉnh Hà Nam",23,20.665319,105.917577
67910,1903262,"1804, Lầu 18, Tòa nhà Thăng Long, 98A Ngụy Như Kon Tum, Quận Thanh Xuân, Hà Nội",24,21.00144,105.804572
125482,1903268,"Somerset Chancellor, 11-13 Nguyen Thi Minh Khai, Ben Nge, Distric 1, Ho Chi Minh",29,10.78453,106.700787
159254,1903142,"Lô số II-3, Đường số 11, Nhóm CN II, Khu Công nghiệp Tân Bình, Phường Tây Thạnh, Quận Tân Phú, TP Hồ Chí Minh",29,10.816391,106.623355
73966,1903155,"Hà Nội, Vietnam",24,21.027764,105.83416
195347,1903155,"Hoa Binh, Vietnam",30,20.686127,105.313119
170817,1903219,"The Galleria Metro 6 Office Tower, 59 Vo Nguyen Giap, Thao Dien Ward, Thu Duc City, Ho Chi Minh City",29,10.801279,106.735489
199625,1903219,"Ba Đình, Hà Nội, Việt Nam",24,21.035852,105.826094
199627,1903219,"Cầu Giấy, Hà Nội, Việt Nam",24,21.036237,105.790583
191238,1903249,"345 Phạm Văn Bạch, Phường 15, Tân Bình",29,10.821236,106.638544
192395,1899799,489 Hoàng Quốc Việt - Bắc Từ Liêm - Hà Nội,24,21.045735,105.783535
198059,1899799,"Ocean Park, Đường An Đào C, Vinhomes Ocean Park, Đa Tốn, Gia Lâm, Hà Nội, Vietnam",24,21.001936,105.94283
198593,1899839,"Phu Quoc, Kien Giang, Vietnam",61,10.289879,103.98402
198595,1899839,"Thành phố Hồ Chí Minh, Ho Chi Minh City, Vietnam",29,0.0,0.0
198594,1899839,"Đà Lạt, Lam Dong, Vietnam",36,11.940419,108.458313
149958,1899871,"Hà Nội, Việt Nam",24,21.027764,105.83416
170198,1899871,"Vĩnh Phúc, Vietnam",63,21.360881,105.547437
105301,1899837,"Sun Red River Building, 23 Phan Chu Trinh, Hoan Kiem District, Hanoi",24,21.020881,105.856334
88766,1896799,"Số 63 đường 30/4, Phường Thắng Nhất, TP. Vũng Tàu",3,10.388849,107.096529
182769,1896639,"6F, 328 Trần Hưng Đạo, P. An Hải Tây, Quận Sơn Trà, TP. Đà Nẵng",17,16.053146,108.23265
124084,1896639,"6F, 40 Phạm Ngọc Thạch, Ward 6, District 3, Ho Chi Minh City",29,10.78423,106.692921
17356,1881548,"Ho Chi Minh City, Vietnam",29,10.823099,106.629664
197455,1896545,"8th Floor, Vincom Center, 72 Le Thanh Ton Street, Ben Nghe Ward, District 1, Ho Chi Minh City",29,10.777972,106.70165
178544,1896622,"Hà Nội, Vietnam",24,21.027764,105.83416
146372,1896622,"Ho Chi Minh City, Vietnam",29,10.823099,106.629664
195707,1891575,"Hà Nội, Hanoi, Vietnam",24,21.027764,105.83416
197465,1896593,"Bàu Bàng, Bình Dương",11,11.272545,106.634714
113431,1904865,"Hà Nội,Quảng Ninh, Hải Phòng, Tuyên Quang, Việt Trì, Lạng Sơn, Lai Châu, Yên Bái, Sơn La",66,22.386223,103.470263
200186,1904791,"Mỹ Hào, Hưng Yên, Việt Nam",32,20.925738,106.099291
200187,1904791,"Yên Mỹ, Hưng Yên, Việt Nam",32,20.882451,106.037567
14408,1903970,"702 Lầu 7, Toà Nhà PLS , 607-609 Nguyễn Kiệm, Phường 09, Quận Phú Nhuân, TP Hồ Chí Minh",29,10.806574,106.678263
29407,1904852,Ho Chi Minh,29,10.823099,106.629664
180899,1904761,"No 261-263 Phan Xich Long St, 3rd Floor, Ward 2, Phu Nhuan Dist, Ho Chi Minh City, Vietnam",29,10.799352,106.685391
101768,1904356,"Km 19, Vĩnh Khúc, Văn Giang, Hưng Yên",32,20.932715,105.996429
70876,1904420,"Số 4-6-8-10 Trần Khát Chân, P. Bạch Đằng, Quận Hai Bà Trưng, Hà Nôi",24,21.008887,105.865263
200197,602775,"Số 26, Đường 05, KCN VSIP, Từ Sơn , Bắc Ninh",7,21.07705,105.976229
94949,1890258,Cụm công nghiệp Lai Xá – xã Kim Chung - huyện Hoài Đức - Hà Nội,24,21.05799,105.728291
190621,1876915,Da Nang,17,0.0,0.0
191888,1893848,"Saigon Pearl – Tòa Nhà Đại Dũng, 92 Nguyễn Hữu Cảnh, Phường 22",29,10.79052,106.718935
165058,1899742,"Hai Duong, Vietnam",27,20.937341,106.314554
109724,1899778,"Phòng Tổ chức Cán Bộ, toà nhà B1, 144 Xuân Thuỷ, Quận Cầu Giấy, Hà Nội",24,21.036856,105.782293
195332,1899745,"R535, FL5, Thành Đạt 1 Bldg, No.3 Le Thanh Tong, Ngo Quyen, Hai Phong, Vietnam",28,20.866806,106.693048
163431,1899603,"Số 407, Đường Phạm Ngọc Thạch, Khu 5, P. Phú Mỹ, TP. Thủ Dầu Một, T. Bình Dương",11,11.027634,106.67852
163424,1899603,"Ho Chi Minh, Ho Chi Minh City, Vietnam",29,10.823099,106.629664
198493,1899603,"Biên Hòa, Đồng Nai, Việt Nam",19,10.957413,106.842687
13696,1899766,"Tầng 4 tòa nhà Icon4, số 243a La Thành – Quận Cầu Giấy, Hà Nội",24,21.027657,105.804489
193217,1903111,"Khu công nghiệp Amata Sông Khoai, Quảng Ninh",49,20.984498,106.803424
193216,1903111,"Hoang Huy Riverside, phường Thượng Lý, Quận Hồng Bàng, TP. Hải Phòng, Việt Nam",28,20.854505,106.667042
152383,1903122,"69 Quán Thánh, Quận Ba Đình, Hà Nội",24,21.042342,105.84177
145743,1904779,"Số 47 đường số 5, KP5, phường An Phú, TP Thủ Đức, TPHCM",29,10.863144,106.789347
